age,workclass,fnlwgt,education,education_num,married_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_pr_week,native_country,income
51,Private,108435,Bachelors,13,married,Other-service,Husband,White,Male,0,0,40,United-States,1
47,Private,124973,higher,11,married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
35,Private,148906,higher,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,262241,high-school,9,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0
30,Private,174201,higher,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
42,Private,119941,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
50,Private,69345,higher,11,married,Transport-moving,Husband,White,Male,3103,0,55,United-States,1
66,State-gov,148380,high-school,9,married,Machine-op-inspct,Wife,White,Female,1424,0,10,United-States,0
39,Private,294183,high-school,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
55,Private,28735,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,45,United-States,0
47,Self-emp-not-inc,191175,school,3,married,Sales,Husband,White,Male,0,2179,50,Mexico,0
25,Private,374163,high-school,9,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,0,0,40,Mexico,0
41,Private,201495,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
40,Private,222434,Bachelors,13,married,Machine-op-inspct,Husband,White,Male,0,0,45,Canada,1
34,Local-gov,144182,school,1,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,0
61,Self-emp-not-inc,196773,school,4,married,Sales,Husband,White,Male,0,0,30,United-States,1
23,Private,81281,higher,10,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
43,Self-emp-inc,48087,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
61,Private,213321,higher,10,married,Exec-managerial,Husband,White,Male,0,1672,40,United-States,0
63,Private,219337,school,4,married,Craft-repair,Husband,White,Male,3471,0,45,United-States,0
53,Private,95864,Doctorate,16,married,Prof-specialty,Husband,White,Male,15024,0,50,England,1
24,Private,152189,high-school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
28,Private,513719,high-school,9,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
52,Private,161599,high-school,9,married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
24,State-gov,191269,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States,0
34,Self-emp-not-inc,175697,higher,11,married,Craft-repair,Husband,White,Male,0,0,75,United-States,0
22,Private,236427,high-school,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,0
25,Private,182656,higher,11,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
51,Local-gov,47415,higher,12,married,Adm-clerical,Wife,White,Female,0,1628,30,United-States,0
43,Private,196545,Bachelors,13,married,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,1
56,Private,201817,high-school,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
29,Private,105694,high-school,9,married,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,0
39,Private,231141,high-school,9,married,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,0
34,Private,506858,higher,11,married,Craft-repair,Husband,White,Male,0,0,32,United-States,1
30,Private,329425,higher,10,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
39,Self-emp-not-inc,200863,higher,12,married,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
32,Private,175052,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
25,Local-gov,227886,Bachelors,13,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
37,Self-emp-not-inc,202683,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
24,Private,249957,higher,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
58,Local-gov,239405,school,3,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,40,Haiti,0
42,Private,202872,high-school,9,married,Adm-clerical,Wife,White,Female,0,0,36,United-States,1
66,Local-gov,376506,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,3273,0,40,United-States,0
37,Private,280282,higher,11,married,Tech-support,Wife,White,Female,0,0,24,United-States,1
42,Self-emp-inc,149102,higher,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
18,Private,97963,high-school,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
56,Private,76142,high-school,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,0
44,Federal-gov,161240,high-school,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
41,Self-emp-not-inc,375526,Bachelors,13,married,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
39,Private,176967,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
33,Local-gov,187203,Bachelors,13,married,Sales,Husband,White,Male,0,0,50,United-States,0
30,Private,165235,Bachelors,13,married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,1
73,Self-emp-not-inc,109833,Bachelors,13,married,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
75,State-gov,220618,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,0
20,Private,366929,higher,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,0
19,Private,159269,higher,10,Never-married,Other-service,Own-child,White,Male,0,0,18,United-States,0
39,Private,176050,higher,10,married,Exec-managerial,Husband,White,Male,0,1848,47,United-States,1
26,Local-gov,159662,school,6,married,Other-service,Husband,White,Male,0,0,40,United-States,0
25,Self-emp-not-inc,217030,high-school,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,0
46,Private,178829,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,1
39,Private,52645,higher,10,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States,0
50,Private,341797,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,223730,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,0
27,Private,369522,high-school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,0
59,Local-gov,140478,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
29,Private,26451,high-school,9,married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
40,Private,222596,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
83,Private,186112,higher,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
54,Self-emp-not-inc,163815,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,United-States,0
45,Private,148995,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,30,United-States,1
23,Local-gov,212856,higher,12,Never-married,Protective-serv,Own-child,Black,Female,0,0,35,United-States,0
45,Self-emp-inc,36228,Bachelors,13,married,Farming-fishing,Husband,White,Male,4386,0,35,United-States,1
34,Private,248795,high-school,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,0
62,Private,170969,higher,10,married,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
80,Self-emp-not-inc,184335,school,4,married,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
22,Private,189888,high-school,9,married,Sales,Husband,White,Male,0,0,45,United-States,0
23,Private,442478,higher,10,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States,0
51,Private,152652,higher,12,married,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
21,Private,296158,school,6,married,Other-service,Husband,White,Male,0,0,25,United-States,0
70,Private,177906,higher,10,married,Exec-managerial,Husband,White,Male,6514,0,40,United-States,1
30,Local-gov,229716,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
45,Private,174794,higher,10,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,29,United-States,0
28,Private,215873,school,6,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,0
38,State-gov,125499,Bachelors,13,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,60,India,1
27,Private,41099,higher,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
26,Private,211798,high-school,9,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
36,Private,105021,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,55,United-States,0
42,Private,225193,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
62,Private,110103,high-school,9,Married-spouse-absent,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,0
57,Private,158827,high-school,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
24,Private,375698,higher,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Japan,0
47,Private,341762,high-school,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
22,Private,210165,higher,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
47,Self-emp-not-inc,145290,high-school,9,married,Exec-managerial,Husband,White,Male,0,2415,50,United-States,1
42,Private,190545,higher,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,46,United-States,0
47,Private,101299,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
20,Private,196643,high-school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
47,Private,341995,higher,10,Married-spouse-absent,Sales,Own-child,White,Male,0,0,55,United-States,0
40,Self-emp-not-inc,175943,higher,11,married,Prof-specialty,Wife,White,Female,0,1977,15,United-States,1
36,Self-emp-not-inc,405644,high-school,9,married,Craft-repair,Husband,White,Male,0,0,35,Mexico,0
52,Private,91048,high-school,9,Married-spouse-absent,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,0
71,Federal-gov,149386,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,9,United-States,0
20,Private,115057,high-school,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
26,Private,167761,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
18,Private,78181,high-school,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
45,Private,54260,high-school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,0
49,Private,330535,Doctorate,16,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,1
19,Private,188008,higher,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,0
59,Federal-gov,48102,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
49,Private,243190,higher,11,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
55,Private,147653,Bachelors,13,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,73,United-States,0
47,Private,354148,higher,15,married,Prof-specialty,Husband,White,Male,99999,0,48,United-States,1
47,Private,222529,Bachelors,13,married,Farming-fishing,Husband,White,Male,0,0,65,United-States,0
51,Self-emp-not-inc,222883,Bachelors,13,married,Sales,Husband,Black,Male,0,0,55,United-States,0
39,Private,141584,higher,10,married,Tech-support,Husband,White,Male,0,0,50,United-States,0
66,Private,80621,higher,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
20,Private,318865,higher,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
26,Private,166051,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
46,Local-gov,301124,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,45,United-States,1
33,Private,149910,high-school,9,married,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,0
28,Private,269786,high-school,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,United-States,0
45,Private,20534,higher,10,married,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,1
37,Federal-gov,239409,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
37,Private,115429,high-school,9,married,Craft-repair,Husband,White,Male,0,0,25,United-States,0
21,Private,123727,high-school,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,0
46,Private,137354,Masters,14,married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1
52,Private,183611,school,2,married,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
25,Private,255474,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,322866,high-school,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0
28,State-gov,293628,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States,0
44,Local-gov,181344,higher,10,married,Exec-managerial,Husband,Black,Male,0,0,38,United-States,1
50,Self-emp-not-inc,132716,higher,15,married,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1
36,Private,135289,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,48,United-States,1
38,Private,43311,school,3,married,Other-service,Wife,White,Female,0,0,40,El-Salvador,0
61,Private,135285,high-school,9,married,Prof-specialty,Husband,White,Male,0,2603,32,United-States,0
67,Private,126361,school,7,married,Other-service,Husband,Black,Male,0,0,9,United-States,1
34,Private,183473,high-school,9,Married-spouse-absent,Transport-moving,Own-child,White,Female,0,0,40,United-States,0
45,Self-emp-not-inc,244194,higher,12,married,Sales,Husband,White,Male,5178,0,40,United-States,1
48,Federal-gov,72808,school,7,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,0
62,Local-gov,136787,high-school,9,Married-spouse-absent,Transport-moving,Other-relative,White,Male,0,0,40,United-States,0
26,Local-gov,72594,higher,10,married,Protective-serv,Husband,White,Male,0,0,55,United-States,1
43,Federal-gov,205675,higher,10,married,Tech-support,Husband,White,Male,0,0,75,United-States,1
32,Private,205019,higher,12,Never-married,Sales,Not-in-family,Black,Male,0,0,50,United-States,0
43,Private,243476,high-school,9,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
36,Private,146311,school,5,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
30,Private,55291,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
47,State-gov,120429,Doctorate,16,married,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1
34,Private,684015,school,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,0
36,Private,221650,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,Japan,0
47,Private,30840,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
38,Private,101387,high-school,9,married,Other-service,Wife,White,Female,0,0,43,United-States,0
33,Private,274800,high-school,9,Married-spouse-absent,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
18,Private,192409,higher,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
59,Self-emp-inc,36085,higher,15,married,Prof-specialty,Husband,White,Male,15024,0,60,United-States,1
43,State-gov,185619,Masters,14,married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,35,United-States,1
39,Private,142804,high-school,9,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,0
49,Local-gov,53482,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
41,Self-emp-not-inc,29762,higher,10,married,Farming-fishing,Husband,White,Male,5013,0,70,United-States,0
